ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
IT0004776628;BMED;BANCA MEDIOLANUM;Banken;Geldinstitute;Italien;14.05.2024;EUR;10.9;positive;8.71;11.61;0.2772;niedrig;positiv;stark unterbewertet;positiv;0.1015;STOXX600;8.6;0.0518;0.2379;0.5629;0.0444;0.5462;4;positiv;2791;822;0.2945;0.06;0.001;0.0359;0.3184;0.0689
IT0005508921;BMPS;BANCA MONTE DEI PASCHI;Banken;Geldinstitute;Italien;14.05.2024;EUR;4.87;neutral;6.45;4.02;0.5998;mittel;negativ;stark überbewertet;positiv;0.191;STOXX600;7.9;-0.0611;0.2056;0.4486;0.0813;2.6006;2;positiv;6287;2052;0.3264;0.3;0.2117;0.0512;0.3627;0.1034
IT0000784196;BPSO;BANCA PPO.DI SONDRIO;Banken;Geldinstitute;Italien;14.05.2024;EUR;8.04;positive;3.87;8.58;0.3712;niedrig;positiv;leicht unterbewertet;positiv;0.1596;STOXX600;8.5;0.0082;0.1211;0.3058;0.066;1.4453;4;positiv;2428;461;0.1899;0.19;0.1858;0.0421;0.2198;0.0639
ES0113211835;BBVA;BANCO BILBAO VIZCAYA;Banken;Geldinstitute;Spanien;14.05.2024;EUR;9.9;positive;61.14;11.48;0.2035;niedrig;positiv;leicht unterbewertet;negativ;-0.0474;STOXX600;5.8;0.0509;0.1389;0.5338;0.0713;1.1508;2;positiv;31560;7674;0.2432;0.49;0.1664;0.0407;NULL;0.0687
IT0005218380;BAMI;BANCO BPM;Banken;Geldinstitute;Italien;14.05.2024;EUR;6.4;positive;10.16;6.82;0.3391;mittel;positiv;leicht unterbewertet;positiv;0.1161;STOXX600;6.7;0.04;0.0901;0.2468;0.0695;1.9468;4;positiv;8869;1264;0.1425;0.22;0.2011;0.0439;0.1739;0.107
PTBCP0AM0015;BCP;BANCO COMERCIAL PORT;Banken;Geldinstitute;Portugal;14.05.2024;EUR;0.35;neutral;5.63;0.32;0.2751;mittel;positiv;stark unterbewertet;positiv;0.1181;STOXX600;6.6;0.0281;0.139;0.3098;0.0626;1.4255;4;positiv;5581;822;0.1473;0.13;0.0578;0.0591;NULL;0.0749
ES0113860A34;SAB;BANCO DE SABADELL;Banken;Geldinstitute;Spanien;14.05.2024;EUR;1.87;neutral;10.86;1.72;0.6833;mittel;positiv;stark unterbewertet;positiv;0.2968;STOXX600;6.6;0.034;0.0879;0.2414;0.0589;2.3023;4;positiv;10468;1217;0.1163;0.22;0.1319;0.0445;0.1658;0.0468
ES0113900J37;SAN;BANCO SANTANDER;Banken;Geldinstitute;Spanien;14.05.2024;EUR;4.75;positive;81.1;5.06;0.2574;niedrig;positiv;leicht unterbewertet;positiv;0.0582;STOXX600;5.8;0.0627;0.117;0.2287;0.0527;1.5773;4;positiv;126543;11076;0.0875;0.34;0.1647;0.0704;0.1127;0.0431
IE00BD1RP616;BIRG;BANK OF IRELAND;Banken;Geldinstitute;Irland;14.05.2024;EUR;10.17;neutral;11.17;9.34;0.2375;mittel;negativ;stark unterbewertet;positiv;0.0718;STOXX600;6.9;0.0456;0.1316;0.2836;0.0744;1.336;3;positiv;8952;1526;0.1705;0.37;0.088;0.0575;0.201;0.0633
PLPEKAO00016;PEO;BANK PKA.KASA OPIEKI SA;Banken;Geldinstitute;Polen;14.05.2024;PLN;166.6;positive;11.08;194.82;0.0957;niedrig;negativ;stark unterbewertet;positiv;-0.0077;STOXX600;7.5;0.0064;0.2171;0.4527;0.0991;0.7592;2;positiv;22163;6578;0.2968;0.15;0.0471;0.0725;0.3254;0.1097
ES0113679I37;BKT;BANKINTER SA;Banken;Geldinstitute;Spanien;14.05.2024;EUR;7.61;eher positive;7.32;7.99;0.3133;mittel;positiv;stark unterbewertet;positiv;0.0804;STOXX600;8;0.0308;0.1587;0.3842;0.0471;1.022;4;positiv;4578;845;0.1846;0.26;0.1022;0.0405;0.2025;0.0644
CH0531751755;BCVN;BANQUE CANT VAUDOISE;Banken;Geldinstitute;Schweiz ;14.05.2024;CHF;95.45;eher positive;9.02;104.29;-0.1203;niedrig;negativ;fairer Preis;negativ;-0.0481;STOXX600;19.5;0.0835;0.1217;0.3944;0.0655;0.4137;1;positiv;1597;469;0.2937;0.34;0.1289;0.0271;0.3395;0.047
GB0031348658;BARC;BARCLAYS;Banken;Geldinstitute;Grossbritannien ;14.05.2024;GBp;217.2;positive;40.3;231.32;0.4124;mittel;positiv;leicht unterbewertet;positiv;0.1553;STOXX600;4.6;0.1216;0.0738;0.2761;0.0392;2.4863;4;positiv;51336;4274;0.0833;2.01;0.075;0.0347;0.118;0.0403
GB0000811801;BDEV;BARRATT DEVELOPMENTS;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;14.05.2024;GBp;495.9;positive;6.01;545.76;-0.1186;mittel;negativ;stark unterbewertet;positiv;0.0455;STOXX600;13;0.1525;0.0948;0.1675;0.6982;1.3958;3;neutral;5321;530;0.0996;4.62;0.0522;0.664;0.1051;0.0356
CH0009002962;BARN;BARRY CALLEBAUT;Nahrungsmittel;Nahrungsmittel & Getränke;Schweiz ;14.05.2024;CHF;1595;eher positive;9.44;1674.75;0.124;niedrig;negativ;fairer Preis;positiv;0.1925;STOXX600;16.6;0.1418;0.1534;0.0811;0.3398;0.3431;3;positiv;8471;444;0.0524;1.32;0.1333;0.9938;0.0806;0.0186
DE000BASF111;BAS;BASF;Grundchemikalien;Chemie;Deutschland;14.05.2024;EUR;49.36;neutral;47.25;52.52;0.0119;mittel;positiv;leicht unterbewertet;positiv;-0.0103;STOXX600;10.4;0.1383;0.0064;0.0597;0.4414;0.8103;3;neutral;68902;225;0.0033;1.98;0.2302;0.8621;0.0584;0.0689
DK0015998017;BAVA;BAVARIAN NORDIC;Biotechnologie;Gesundheitswesen;Dänemark;14.05.2024;DKK;167.45;eher negative;1.87;129.15;-0.0564;hoch;positiv;stark überbewertet;positiv;0.0786;STOXX600;12.6;0.0482;0.1427;0.209;0.7204;0.7461;3;positiv;7057;1475;0.209;1.94;0.0069;0.4917;0.3665;0
AT0000BAWAG2;BG;BAWAG GROUP;Banken;Geldinstitute;Oesterreich;14.05.2024;EUR;58.7;positive;4.94;62.58;0.2234;niedrig;positiv;leicht unterbewertet;positiv;0.0535;STOXX600;5.3;0.0653;0.1637;0.2919;0.0752;1.107;4;positiv;3143;683;0.2173;0.04;0.2611;0.0567;0.2377;0.0897
DE000BAY0017;BAYN;BAYER;Pharmaka;Gesundheitswesen;Deutschland;14.05.2024;EUR;29.22;eher negative;31.16;24.26;-0.1311;hoch;positiv;leicht überbewertet;positiv;0.0555;STOXX600;5.2;0.0211;-0.0893;0.1655;0.267;0.9966;3;positiv;47637;-2941;-0.0617;1.26;0.3095;0.3862;0.0208;0.0038
NL0012866412;BESI;BE SEMICONDUCTOR INDUSTRIES;Halbleiter;Technologie;Holland;14.05.2024;EUR;131.6;eher negative;11.46;117.22;-0.0355;hoch;negativ;leicht unterbewertet;negativ;-0.1023;STOXX600;20.9;0.3323;0.4202;0.3912;0.47;0.0401;1;neutral;579;177;0.3057;5.02;0.3483;0.6457;0.3268;0.0239
GB00BYQ0JC66;BEZ;BEAZLEY;Sachversicherungen;Versicherungen;Grossbritannien ;14.05.2024;GBp;672;positive;5.52;761.98;0.2874;niedrig;positiv;leicht unterbewertet;positiv;-0.005;STOXX600;4.9;0.0576;0.2713;0.2847;0.3454;0.8803;3;positiv;3659;826;0.2257;0.15;0.0493;0.4151;NULL;0.0228
DE0005158703;BC8;BECHTLE;Informatik Dienstleister;Technologie;Deutschland;14.05.2024;EUR;45.72;eher positive;6.17;51.11;0.0073;niedrig;negativ;fairer Preis;negativ;-0.0828;STOXX600;17.4;0.1306;0.1524;0.0606;0.4435;0.3047;1;neutral;6423;266;0.0414;1.86;0.1681;1.6346;0.0611;0.0168
DE0005200000;BEI;BEIERSDORF;Produkte für den privaten Bedarf;Privat- & Haushaltswaren;Deutschland;14.05.2024;EUR;145.05;eher positive;35.52;152.3;0.0689;niedrig;positiv;leicht überbewertet;positiv;0.0816;STOXX600;26.7;0.1938;0.0884;0.1222;0.6506;0.2704;3;neutral;9447;736;0.0779;1.74;0.012;0.7386;0.1084;0.0069
SE0015949748;BEIJB;BEIJER REF AB;Elektrische Komponenten;Industrie;Schweden ;14.05.2024;SEK;175.25;neutral;7.7;145.31;0.2991;mittel;positiv;leicht überbewertet;positiv;0.1282;STOXX600;27.8;0.1879;0.1114;0.1008;0.5444;0.3301;3;positiv;32150;2375;0.0739;2.15;0.2043;0.8208;0.1008;0.0087
CH1101098163;BEAN;BELIMO HOLDING AG;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;14.05.2024;CHF;438.8;neutral;5.9;393.64;-0.0539;mittel;positiv;leicht überbewertet;positiv;0.0058;STOXX600;32.9;0.2053;0.2581;0.168;0.7773;0.093;2;positiv;859;137;0.1595;3.44;0.0161;1.258;0.2012;0.0204
GB0000904986;BWY;BELLWAY;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;14.05.2024;GBp;2706;positive;4.02;3036.67;0.0537;mittel;negativ;stark unterbewertet;positiv;0.0337;STOXX600;13.5;0.1699;0.1054;0.1626;0.6769;1.2992;3;neutral;3407;365;0.1071;5.01;0.0464;0.6661;0.1089;0.0222
GB00BP0RGD03;BKG;BERKELEY GROUP HDG.PLC.;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;14.05.2024;GBp;5210;positive;6.92;5548.65;0.1113;niedrig;positiv;fairer Preis;positiv;0.1095;STOXX600;15;0.0608;0.1398;0.2123;0.4858;0.6972;4;neutral;2550;466;0.1827;3.43;0.0966;0.3718;0.1846;0.0512
GB0002869419;BYG;BIG YELLOW GROUP;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;14.05.2024;GBp;1132;positive;2.76;1248.5;-0.0736;mittel;negativ;leicht unterbewertet;positiv;0.0477;STOXX600;18.3;0.1188;0.0336;0.6471;0.793;1.0194;3;positiv;189;73;0.3862;0.28;0.1843;0.0686;0.4014;0.0417
DE0005909006;GBF;BILFINGER SE;Industrielieferanten;Industrie;Deutschland;14.05.2024;EUR;46.5;positive;1.84;50.82;0.3354;niedrig;positiv;leicht unterbewertet;positiv;0.0813;STOXX600;8.7;0.1034;0.1547;0.0439;0.3296;0.8988;4;positiv;4486;182;0.0406;1.29;0.0829;1.2604;0.0626;0.0462
FR0013280286;BIM;BIOMERIEUX;Medizinische Geräte;Gesundheitswesen;Frankreich;14.05.2024;EUR;95.25;eher positive;12.38;110.26;-0.0532;niedrig;negativ;leicht unterbewertet;negativ;-0.1219;STOXX600;19.1;0.1884;0.0953;0.1478;0.7135;0.3157;1;positiv;3675;358;0.0974;2.03;0.0676;0.6987;0.203;0.0099
CH0130293662;BKW;BKW;Strom Alternativ;Versorger;Schweiz ;14.05.2024;CHF;141.7;positive;8.19;158.13;-0.0522;niedrig;positiv;leicht unterbewertet;positiv;-0.0008;STOXX600;10.5;0.1026;0.1036;0.1606;0.4156;0.5849;4;positiv;4433;478;0.1078;1.29;0.1384;0.3992;0.171;0.0264
DE0005190003;BMW;BMW;Fahrzeugbau;Automobile & Zubehör;Deutschland;14.05.2024;EUR;103.75;neutral;70.65;113.39;0.0295;mittel;negativ;stark unterbewertet;negativ;-0.085;STOXX600;6;0.0299;0.126;0.1199;0.3389;1.5446;1;neutral;155498;11290;0.0726;1.09;0.1873;0.5882;0.1303;0.0549
FR0000131104;BNP;BNP PARIBAS;Banken;Geldinstitute;Frankreich;14.05.2024;EUR;71.52;positive;87.38;76.17;0.1427;mittel;positiv;leicht unterbewertet;positiv;0.0617;STOXX600;6.5;0.0877;0.0832;0.1571;0.0477;1.7241;4;positiv;138164;10298;0.0745;0.65;0.1496;0.0533;0.1197;0.067
SE0020050417;BOL;BOLIDEN AB;Minen;Rohstoffe;Schweden ;14.05.2024;SEK;367.5;neutral;9.16;333.73;0.1685;mittel;positiv;leicht unterbewertet;positiv;0.0342;STOXX600;8;0.1525;0.1077;0.1081;0.5532;0.6558;4;positiv;78554;6073;0.0773;1.8;0.1135;0.7705;0.1568;0.0255
FR0000039299;BOL;BOLLORE;Transportwesen;Industrie;Frankreich;14.05.2024;EUR;6.11;positive;18.77;6.87;0.0805;niedrig;negativ;leicht unterbewertet;positiv;-0.0494;STOXX600;43.4;0.8637;0.0116;0.0465;0.3649;1.4397;2;positiv;13680;269;0.0197;1.02;0.0914;0.2163;0.0663;0.0115
FR0000120503;EN;BOUYGUES;Anlagenbau;Baugewerbe & Werkstoffe;Frankreich;14.05.2024;EUR;36.1;positive;14.78;38.61;0.058;niedrig;negativ;leicht unterbewertet;positiv;0.0309;STOXX600;9.5;0.1213;0.0838;0.0447;0.2043;0.9617;3;positiv;56017;1040;0.0186;0.95;0.2156;0.9222;0.0706;0.0526
GB0007980591;BP.;BP;Öl & Gas Produzenten;Energie;Grossbritannien ;14.05.2024;GBp;502.3;eher positive;105.11;551.69;0.0776;niedrig;negativ;leicht unterbewertet;positiv;-0.1008;STOXX600;6.7;0.0738;0.2224;0.1549;0.2507;0.703;2;positiv;169044;12259;0.0725;1.21;0.2039;0.7688;0.1483;0.0493
IT0000066123;BPE;BPER BANCA;Banken;Geldinstitute;Italien;14.05.2024;EUR;5;neutral;7.27;5.18;0.651;mittel;positiv;stark überbewertet;positiv;0.1364;STOXX600;6.1;-0.0193;0.1649;0.2231;0.0648;2.1511;3;positiv;7523;1519;0.2019;37.39;0.1394;0.0529;NULL;0.089
DE000A1DAHH0;BNR;BRENNTAG;Spezialitäten-Chemie;Chemie;Deutschland;14.05.2024;EUR;71.44;neutral;11.93;79.56;-0.1416;mittel;negativ;stark unterbewertet;negativ;-0.0977;STOXX600;11.2;0.1104;0.1661;0.0637;0.41;0.3684;3;neutral;16815;715;0.0425;1.57;0.2019;1.6014;0.0653;0.0314
GB00BND88V85;BPT;BRIDGEPOINT GROUP;Vermögensverwalter;Finanzdienstleistungen;Grossbritannien ;14.05.2024;GBP;234.4;eher negative;2.32;210.1;-0.1605;hoch;positiv;stark unterbewertet;negativ;-0.0844;STOXX600;12.9;0.1216;0.098;0.4705;0.3033;0.3251;2;positiv;296;71;0.2399;NULL;0.0293;0.1246;0.2977;0.0405
GB0002875804;BATS;BRITISH AMERICAN TOBACCO;Tabak;Privat- & Haushaltswaren;Grossbritannien ;14.05.2024;GBp;2465;positive;68.68;2625.22;0.0738;niedrig;positiv;leicht unterbewertet;positiv;0.036;STOXX600;6;0.0508;-0.2742;0.4695;0.4428;1.0267;4;neutral;27334;-14412;-0.5273;0.91;0.2982;0.2302;-0.4957;0.0982
GB0001367019;BLND;BRITISH LAND;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;14.05.2024;GBp;401.2;positive;4.69;460.91;0.004;mittel;negativ;stark unterbewertet;positiv;0.0238;STOXX600;14.6;0.0764;-0.1883;0.7643;0.6649;1.5332;3;positiv;420;-1038;-2.4714;NULL;0.2394;0.0507;NULL;0.0553
IT0004764699;BC;BRUNELLO CUCINELLI;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Italien;14.05.2024;EUR;96.15;neutral;6.99;88.41;0.0852;mittel;positiv;leicht überbewertet;negativ;-0.0583;STOXX600;41.2;0.2702;0.2594;0.1832;0.3202;0.0734;1;neutral;1139;115;0.101;1.24;0.3497;0.8257;0.2223;0.0109
GB0030913577;BT.A;BT GROUP;Integrale Telekommunikation;Telekommunikation;Grossbritannien ;14.05.2024;GBp;112.2;positive;13.35;121.92;-0.0922;mittel;positiv;stark unterbewertet;positiv;0.0151;STOXX600;5.9;0.0245;0.1313;0.1497;0.2751;1.0222;4;positiv;20538;1905;0.0928;0.87;0.4039;0.3893;0.3232;0.0686
CH0002432174;BUCN;BUCHER INDUSTRIES;Gewerbefahrzeuge;Industrie;Schweiz ;14.05.2024;CHF;380;eher positive;4.26;401.83;0.0759;niedrig;negativ;fairer Preis;positiv;-0.0191;STOXX600;14.4;0.0503;0.196;0.1222;0.6072;0.4967;2;positiv;3575;352;0.0985;2.1;0.0073;1.2084;0.1226;0.0338
GB00B0744B38;BNZL;BUNZL;Dienstleister für Unternehmen;Industrie;Grossbritannien ;14.05.2024;GBp;3122;eher positive;13.23;3321.17;-0.0213;niedrig;positiv;leicht überbewertet;positiv;0.0173;STOXX600;15.4;0.0893;0.1774;0.0728;0.3314;0.2769;3;positiv;11797;526;0.0446;1.4;0.2156;1.3181;0.0737;0.0234
GB0031743007;BRBY;BURBERRY GROUP;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Grossbritannien ;14.05.2024;GBp;1188.5;eher negative;5.21;1066.38;-0.1607;hoch;negativ;stark unterbewertet;negativ;-0.0163;STOXX600;14.1;0.1217;0.3196;0.2204;0.4159;0.1577;1;neutral;3094;490;0.1584;2.25;0.3256;0.8394;0.2696;0.0429
FR0006174348;BVI;BUREAU VERITAS;Dienstleister für Unternehmen;Industrie;Frankreich;14.05.2024;EUR;27.54;positive;13.57;30.73;0.2042;niedrig;negativ;leicht unterbewertet;positiv;-0.0095;STOXX600;16.8;0.125;0.2602;0.1539;0.2914;0.1866;3;positiv;5868;504;0.0859;1.7;0.3611;0.8831;0.1355;0.0335
IT0001347308;BZU;BUZZI;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Italien;14.05.2024;EUR;38.76;positive;7.65;41.28;0.4074;niedrig;positiv;fairer Preis;positiv;0.0877;STOXX600;6.6;0.0463;0.1718;0.2421;0.7388;1.1035;4;positiv;4317;967;0.224;3.24;0.0519;0.5669;0.2814;0.0181
ES0140609019;CABK;CAIXABANK SA;Banken;Geldinstitute;Spanien;14.05.2024;EUR;4.96;neutral;39.78;4.55;0.3301;mittel;positiv;leicht unterbewertet;positiv;0.0292;STOXX600;7.4;0.0325;0.1326;0.3816;0.0598;1.3227;4;positiv;23255;4816;0.2071;20.85;0.1254;0.0383;NULL;0.0865
FR0000125338;CAP;CAPGEMINI;Informatik Dienstleister;Technologie;Frankreich;14.05.2024;EUR;207.1;eher positive;38.26;229.27;0.0972;niedrig;negativ;fairer Preis;negativ;-0.0344;STOXX600;14.4;0.106;0.1591;0.121;0.4232;0.3233;1;neutral;22522;1663;0.0738;1.33;0.2295;0.9118;0.1049;0.0179
DE0005313704;AFX;CARL ZEISS MEDITEC;Medizinische Geräte;Gesundheitswesen;Deutschland;14.05.2024;EUR;96.25;eher negative;8.98;87.42;-0.0262;hoch;negativ;fairer Preis;negativ;-0.0916;STOXX600;22.6;0.1972;0.1345;0.2102;0.712;0.2915;1;positiv;2089;290;0.1388;3.4;0.0758;0.6889;0.1744;0.0124
DK0010181759;CARLB;CARLSBERG AS;Brauereien;Nahrungsmittel & Getränke;Dänemark;14.05.2024;DKK;971.6;positive;19.11;1034.75;0.1474;niedrig;positiv;leicht unterbewertet;positiv;0.0336;STOXX600;14.6;0.1223;-1.7555;0.1487;0.2078;0.2732;4;positiv;73585;-40788;-0.5543;0.64;0.2751;0.658;-0.4989;0.0293
GB0031215220;CCL;CARNIVAL;Freizeit- & Erholungsdienste ;Reisen & Freizeit;Grossbritannien ;14.05.2024;GBp;1059;neutral;18.3;967.38;-0.1935;mittel;negativ;leicht unterbewertet;negativ;-0.0103;STOXX600;7.5;84.7388;-0.011;0.0964;0.1401;3.6265;1;neutral;17425;-60;-0.0034;0.43;0.5799;0.4491;0.1063;0
FR0000120172;CA;CARREFOUR;Nahrungsmittel;Einzel- & Grosshandel;Frankreich;14.05.2024;EUR;16.8;positive;12.37;17.89;0.0142;niedrig;negativ;leicht unterbewertet;positiv;0.0271;STOXX600;6.4;0.1032;0.1438;0.0304;0.2054;1.0078;3;positiv;84908;1659;0.0195;0.93;0.233;1.5116;0.0464;0.0561
SE0000379190;CAST;CASTELLUM;Immobilienbesitz & Entwicklung;Finanzdienstleistungen;Schweden ;14.05.2024;SEK;131.15;neutral;5.73;141.82;-0.0848;mittel;negativ;leicht überbewertet;positiv;-0.0186;STOXX600;14.5;0.0699;-0.173;0.6112;0.4205;0.9493;1;positiv;9806;-11592;-1.1821;NULL;0.4314;0.0615;NULL;0.0169
PLOPTTC00011;OPT;CD PROJEKT;Spielzeuge;Privat- & Haushaltswaren;Polen;14.05.2024;PLN;143.05;neutral;3.56;128.72;0.2439;hoch;positiv;leicht unterbewertet;positiv;0.1747;STOXX600;43.3;0.3575;0.2002;0.3649;0.9197;0.2092;4;neutral;1230;481;0.3911;6.79;0.0076;0.4707;0.5924;0.0003
ES0105066007;CLNX;CELLNEX TELECOM;Mobile Kommunikation;Telekommunikation;Spanien;14.05.2024;EUR;33.83;positive;25.17;37.99;-0.0513;mittel;positiv;leicht unterbewertet;positiv;0.0584;STOXX600;155.6;2.7571;-0.0213;0.1116;0.3141;0.5539;4;positiv;4049;-297;-0.0734;0.65;0.4488;0.0913;0.5685;0.0019
CH0225173167;CMBN;CEMBRA MONEY BANK AG;Spezialfinanz;Finanzdienstleistungen;Schweiz ;14.05.2024;CHF;71.9;positive;2.32;79.11;0.096;niedrig;negativ;leicht unterbewertet;positiv;-0.0037;STOXX600;10.3;0.1093;0.1265;0.3919;0.1544;0.6494;3;positiv;591;158;0.2673;1.2;0.3272;0.073;0.3141;0.0626
GB00B033F229;CNA;CENTRICA;Gasversorger;Versorger;Grossbritannien ;14.05.2024;GBp;139.4;neutral;9.1;123.71;-0.0089;mittel;negativ;stark überbewertet;positiv;0.0133;STOXX600;10.4;-0.0489;1.0134;0.5066;0.1815;0.5134;2;positiv;26458;3929;0.1485;1.44;0.1451;1.2383;0.1681;0.036
CH0010570767;LISP;CHOC.LINDT &SPRUENGLI AG;Nahrungsmittel;Nahrungsmittel & Getränke;Schweiz ;14.05.2024;CHF;10740;eher positive;27.51;11545.87;0.0644;niedrig;negativ;leicht überbewertet;positiv;0.018;STOXX600;33.1;0.1947;0.1577;0.1611;0.5315;0.4389;2;positiv;5201;671;0.129;1.42;0.1341;0.6493;0.1805;0.0143
CH0012142631;CLN;CLARIANT;Spezialitäten-Chemie;Chemie;Schweiz ;14.05.2024;CHF;14.12;positive;5.14;15.04;0.1369;niedrig;positiv;leicht unterbewertet;positiv;0.0454;STOXX600;10.4;0.145;0.0664;0.0939;0.3774;0.4941;4;neutral;4377;134;0.0306;1.4;0.1685;0.8186;0.0845;0.0318
BE0003593044;COFB;COFINIMMO;Immobilien Investments;Finanzdienstleistungen;Belgien;14.05.2024;EUR;60.25;positive;2.39;64.96;-0.1562;mittel;positiv;stark unterbewertet;positiv;0.0375;STOXX600;9.2;0.039;-0.0153;0.6616;0.5415;1.3811;4;positiv;396;-55;-0.1389;NULL;0.2677;0.0593;NULL;0.1029
DK0060448595;COLOB;COLOPLAST A/S;Medizinische Geräte;Gesundheitswesen;Dänemark;14.05.2024;DKK;835;neutral;27.48;917.06;0.0816;mittel;negativ;fairer Preis;negativ;-0.107;STOXX600;27.5;0.2027;0.2765;0.2766;0.3592;0.112;1;positiv;24500;4783;0.1952;0.61;0.2538;0.5087;0.2389;0.0256
DE000CBK1001;CBK;COMMERZBANK;Banken;Geldinstitute;Deutschland;14.05.2024;EUR;14.32;positive;18.58;15.26;0.3313;niedrig;negativ;leicht unterbewertet;positiv;0.1019;STOXX600;5.4;0.112;0.0635;0.2077;0.0606;2.3973;3;positiv;22472;2030;0.0903;6.12;0.207;0.0426;0.1246;0.0424
GB00BD6K4575;CPG;COMPASS GROUP;Restaurants & Bars;Reisen & Freizeit;Grossbritannien ;14.05.2024;GBp;2321;eher positive;49.31;2437.05;0.0815;niedrig;positiv;fairer Preis;positiv;0.0312;STOXX600;19.5;0.1558;0.2558;0.0659;0.2918;0.1497;4;neutral;31028;1314;0.0423;0.75;0.1724;1.763;0.0675;0.0221
GB00BV9FP302;CCC;COMPUTACENTER;Informatik Dienstleister;Technologie;Grossbritannien ;14.05.2024;GBp;2686;neutral;3.47;2909.42;-0.038;mittel;negativ;leicht unterbewertet;negativ;-0.0181;STOXX600;14;0.098;0.2098;0.0406;0.3079;0.2991;1;neutral;6923;198;0.0286;1.26;0.028;2.2638;0.0402;0.027
DE0005439004;CON;CONTINENTAL;Reifen;Automobile & Zubehör;Deutschland;14.05.2024;EUR;62.1;neutral;13.4;57.37;-0.1927;mittel;negativ;leicht unterbewertet;negativ;-0.0585;STOXX600;5.3;0.1627;0.0846;0.0288;0.3622;0.889;1;neutral;41421;1156;0.0279;1.2;0.1116;1.0972;0.0803;0.0444
GB00BD3VFW73;CTEC;CONVATEC GROUP;Pharmaka;Gesundheitswesen;Grossbritannien ;14.05.2024;GBp;262.2;eher positive;6.69;298.12;0.0737;niedrig;negativ;leicht unterbewertet;negativ;-0.0927;STOXX600;16.5;0.1548;0.0789;0.1388;0.4558;0.2658;1;positiv;1724;105;0.0609;1.62;0.3478;0.5916;0.1611;0.0203
FR0000064578;COV;COVIVIO;Immobilien Investments;Finanzdienstleistungen;Frankreich;14.05.2024;EUR;48.36;positive;5.44;51.99;-0.0066;mittel;negativ;stark unterbewertet;positiv;0.0713;STOXX600;10.9;0.0566;-0.1783;0.6815;0.3179;1.6319;3;positiv;1286;-1419;-1.1034;NULL;0.3847;0.0514;-1.0462;0.0707
GB0002318888;CWK;CRANSWICK;Nahrungsmittel;Nahrungsmittel & Getränke;Grossbritannien ;14.05.2024;GBp;4320;positive;2.93;4627.99;0.1345;niedrig;positiv;fairer Preis;positiv;0.0199;STOXX600;15.9;0.1116;0.1322;0.0566;0.6664;0.5208;4;positiv;2323;111;0.0478;1.72;0.0848;1.8367;0.0798;0.0213
FR0000045072;ACA;CREDIT AGRICOLE;Banken;Geldinstitute;Frankreich;14.05.2024;EUR;15.65;positive;48.23;16.67;0.2181;niedrig;positiv;leicht unterbewertet;positiv;0.1052;STOXX600;7.4;0.061;0.0922;0.2206;0.0292;1.7562;4;positiv;84086;5890;0.07;0.44;0.106;0.0384;0.0837;0.0639
GB00BJFFLV09;CRDA;CRODA INTERNATIONAL;Spezialitäten-Chemie;Chemie;Grossbritannien ;14.05.2024;GBp;4818;neutral;8.44;4362.35;-0.0459;mittel;negativ;fairer Preis;positiv;-0.007;STOXX600;23.2;0.1716;0.0727;0.1802;0.6573;0.3336;3;neutral;1695;171;0.1009;2.84;0.1843;0.4734;0.1754;0.0231
DE0005470306;EVD;CTS EVENTIM;Freizeit- & Erholungsdienste ;Reisen & Freizeit;Deutschland;14.05.2024;EUR;81.05;neutral;8.51;71.95;0.2947;mittel;positiv;leicht überbewertet;positiv;-0.0441;STOXX600;20.2;0.1471;0.3062;0.1658;0.2773;0.1492;2;neutral;2359;275;0.1166;1.1;0.0489;0.7292;0.1472;0.0182
BE0974259880;DIE;D IETEREN GROUP;Spezialisierter Detailhandel;Einzel- & Grosshandel;Belgien;14.05.2024;EUR;217.8;positive;12.4;231.96;0.2312;mittel;positiv;stark unterbewertet;positiv;0.0289;STOXX600;11.4;0.1178;0.146;0.0499;0.4796;0.3692;4;positiv;7984;505;0.0633;1.8;0.1769;1.1076;0.0866;0.0204
