ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
IT0004776628;BMED;BANCA MEDIOLANUM;Banken;Geldinstitute;Italien;11.06.2024;EUR;10.54;positive;8.56;11.62;0.2351;niedrig;positiv;stark unterbewertet;positiv;-0.0165;STOXX600;8.3;0.0499;0.2379;0.5629;0.0444;0.5462;3;positiv;2791;822;0.2945;0.06;0.001;0.0359;0.3184;0.0715
IT0005508921;BMPS;BANCA MONTE DEI PASCHI;Banken;Geldinstitute;Italien;11.06.2024;EUR;4.63;neutral;6.58;4.05;0.52;mittel;positiv;stark überbewertet;positiv;0.0338;STOXX600;5.9;-0.0425;0.2056;0.4486;0.0813;2.6006;3;positiv;6287;2052;0.3264;0.3;0.2117;0.0512;0.3627;0.1089
IT0000784196;BPSO;BANCA PPO.DI SONDRIO;Banken;Geldinstitute;Italien;11.06.2024;EUR;6.83;eher positive;3.37;7.87;0.1664;niedrig;positiv;stark unterbewertet;negativ;-0.0654;STOXX600;6.8;0.0044;0.1211;0.3058;0.066;1.4453;2;positiv;2428;461;0.1899;0.19;0.1858;0.0421;0.2198;0.0772
ES0113211835;BBVA;BANCO BILBAO VIZCAYA;Banken;Geldinstitute;Spanien;11.06.2024;EUR;9.59;eher positive;60.21;10.99;0.1656;niedrig;positiv;leicht unterbewertet;negativ;-0.0059;STOXX600;5.8;0.0489;0.1389;0.5338;0.0713;1.1508;2;positiv;31560;7674;0.2432;0.49;0.1664;0.0407;NULL;0.0733
IT0005218380;BAMI;BANCO BPM;Banken;Geldinstitute;Italien;11.06.2024;EUR;6.16;positive;10.44;7.3;0.288;mittel;positiv;leicht unterbewertet;positiv;-0.0046;STOXX600;6.4;0.038;0.0901;0.2468;0.0695;1.9468;4;positiv;8869;1264;0.1425;0.22;0.2011;0.0439;0.1739;0.1097
PTBCP0AM0015;BCP;BANCO COMERCIAL PORT;Banken;Geldinstitute;Portugal;11.06.2024;EUR;0.35;neutral;5.82;0.32;0.2719;mittel;positiv;leicht unterbewertet;positiv;0.0272;STOXX600;6.3;0.0322;0.139;0.3098;0.0626;1.4255;4;positiv;5581;822;0.1473;0.13;0.0578;0.0591;NULL;0.0837
ES0113860A34;SAB;BANCO DE SABADELL;Banken;Geldinstitute;Spanien;11.06.2024;EUR;1.87;neutral;10.99;1.72;0.6761;mittel;positiv;stark unterbewertet;positiv;0.0043;STOXX600;6.6;0.0323;0.0879;0.2414;0.0589;2.3023;3;positiv;10468;1217;0.1163;0.22;0.1319;0.0445;0.1658;0.0467
ES0113900J37;SAN;BANCO SANTANDER;Banken;Geldinstitute;Spanien;11.06.2024;EUR;4.61;positive;79.85;5.3;0.2188;niedrig;positiv;leicht unterbewertet;positiv;-0.0204;STOXX600;5.6;0.0592;0.117;0.2287;0.0527;1.5773;3;positiv;126543;11076;0.0875;0.34;0.1647;0.0704;0.1127;0.0444
IE00BD1RP616;BIRG;BANK OF IRELAND;Banken;Geldinstitute;Irland;11.06.2024;EUR;9.83;neutral;11.13;9.05;0.1962;mittel;positiv;leicht unterbewertet;positiv;0.0047;STOXX600;6.5;0.0418;0.1316;0.2836;0.0744;1.336;4;positiv;8952;1526;0.1705;0.37;0.088;0.0575;0.201;0.0655
PLPEKAO00016;PEO;BANK PKA.KASA OPIEKI SA;Banken;Geldinstitute;Polen;11.06.2024;PLN;153.85;eher positive;10.08;180.39;0.0118;niedrig;negativ;leicht unterbewertet;negativ;-0.0598;STOXX600;7.2;0.0037;0.2171;0.4527;0.0991;0.7592;1;positiv;22163;6578;0.2968;0.15;0.0471;0.0725;0.3254;0.1154
ES0113679I37;BKT;BANKINTER SA;Banken;Geldinstitute;Spanien;11.06.2024;EUR;7.78;eher positive;7.68;8.33;0.342;mittel;positiv;stark unterbewertet;positiv;0.0342;STOXX600;8;0.0332;0.1587;0.3842;0.0471;1.022;4;positiv;4578;845;0.1846;0.26;0.1022;0.0405;0.2025;0.0632
CH0531751755;BCVN;BANQUE CANT VAUDOISE;Banken;Geldinstitute;Schweiz ;11.06.2024;CHF;95.6;eher positive;9.16;102.46;-0.1189;niedrig;negativ;fairer Preis;negativ;-0.0006;STOXX600;19.5;0.0839;0.1217;0.3944;0.0655;0.4137;1;positiv;1597;469;0.2937;0.34;0.1289;0.0271;0.3395;0.0465
GB0031348658;BARC;BARCLAYS;Banken;Geldinstitute;Grossbritannien ;11.06.2024;GBp;209.05;neutral;40.69;228.17;0.3594;mittel;negativ;leicht unterbewertet;positiv;-0.0162;STOXX600;4.4;0.123;0.0738;0.2761;0.0392;2.4863;2;positiv;51336;4274;0.0833;2.01;0.075;0.0347;0.118;0.0422
GB0000811801;BDEV;BARRATT DEVELOPMENTS;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;496.5;positive;6.22;574.56;-0.1175;mittel;negativ;stark unterbewertet;positiv;0.0124;STOXX600;12.9;0.1643;0.0948;0.1675;0.6982;1.3958;3;neutral;5321;530;0.0996;4.62;0.0522;0.664;0.1051;0.036
CH0009002962;BARN;BARRY CALLEBAUT;Nahrungsmittel;Nahrungsmittel & Getränke;Schweiz ;11.06.2024;CHF;1577;positive;9.46;1709.91;0.1113;niedrig;negativ;leicht unterbewertet;positiv;0.0354;STOXX600;17.7;0.1445;0.1534;0.0811;0.3398;0.3431;3;positiv;8471;444;0.0524;1.32;0.1333;0.9938;0.0806;0.0189
DE000BASF111;BAS;BASF;Grundchemikalien;Chemie;Deutschland;11.06.2024;EUR;46.44;neutral;44.2;51.3;-0.048;mittel;positiv;leicht unterbewertet;negativ;-0.0418;STOXX600;9.7;0.1341;0.0064;0.0597;0.4414;0.8103;2;neutral;68902;225;0.0033;1.98;0.2302;0.8621;0.0584;0.0732
DK0015998017;BAVA;BAVARIAN NORDIC;Biotechnologie;Gesundheitswesen;Dänemark;11.06.2024;DKK;172.15;eher negative;2;137.22;-0.0299;hoch;positiv;stark überbewertet;positiv;0.0635;STOXX600;9.8;0.0902;0.1427;0.209;0.7204;0.7461;3;positiv;7057;1475;0.209;1.94;0.0069;0.4917;0.3665;0
AT0000BAWAG2;BG;BAWAG GROUP;Banken;Geldinstitute;Oesterreich;11.06.2024;EUR;58.25;positive;5.05;66.71;0.214;niedrig;negativ;leicht unterbewertet;positiv;-0.0018;STOXX600;5.6;0.0662;0.1637;0.2919;0.0752;1.107;3;positiv;3143;683;0.2173;0.04;0.2611;0.0567;0.2377;0.0908
DE000BAY0017;BAYN;BAYER;Pharmaka;Gesundheitswesen;Deutschland;11.06.2024;EUR;27.08;eher negative;28.96;23.76;-0.1948;hoch;positiv;leicht überbewertet;negativ;-0.0581;STOXX600;4.9;0.0206;-0.0893;0.1655;0.267;0.9966;1;positiv;47637;-2941;-0.0617;1.26;0.3095;0.3862;0.0208;0.0041
NL0012866412;BESI;BE SEMICONDUCTOR INDUSTRIES;Halbleiter;Technologie;Holland;11.06.2024;EUR;156.4;neutral;12.91;143.19;0.1462;hoch;negativ;stark unterbewertet;positiv;0.1795;STOXX600;25.6;0.3634;0.4202;0.3912;0.47;0.0401;3;positiv;579;177;0.3057;5.02;0.3483;0.6457;0.3268;0.0204
GB00BYQ0JC66;BEZ;BEAZLEY;Sachversicherungen;Versicherungen;Grossbritannien ;11.06.2024;GBp;664.5;positive;5.61;776.88;0.273;niedrig;negativ;leicht unterbewertet;positiv;-0.0052;STOXX600;5.1;0.0646;0.2713;0.2847;0.3454;0.8803;3;positiv;3659;826;0.2257;0.15;0.0493;0.4151;NULL;0.023
DE0005158703;BC8;BECHTLE;Informatik Dienstleister;Technologie;Deutschland;11.06.2024;EUR;46.16;eher positive;6.35;51.38;0.017;niedrig;negativ;fairer Preis;negativ;0.0181;STOXX600;17.7;0.1309;0.1524;0.0606;0.4435;0.3047;2;positiv;6423;266;0.0414;1.86;0.1681;1.6346;0.0611;0.0167
DE0005200000;BEI;BEIERSDORF;Produkte für den privaten Bedarf;Privat- & Haushaltswaren;Deutschland;11.06.2024;EUR;144.5;eher positive;34.62;151.88;0.0648;niedrig;positiv;leicht überbewertet;positiv;-0.012;STOXX600;26.6;0.1931;0.0884;0.1222;0.6506;0.2704;2;neutral;9447;736;0.0779;1.74;0.012;0.7386;0.1084;0.0069
SE0015949748;BEIJB;BEIJER REF AB;Elektrische Komponenten;Industrie;Schweden ;11.06.2024;SEK;169.15;neutral;8;145.3;0.2539;mittel;negativ;leicht überbewertet;positiv;0.0108;STOXX600;28.2;0.1884;0.1114;0.1008;0.5444;0.3301;2;positiv;32150;2375;0.0739;2.15;0.2043;0.8208;0.1008;0.0092
CH1101098163;BEAN;BELIMO HOLDING AG;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;11.06.2024;CHF;405.8;neutral;5.57;380.94;-0.1251;mittel;positiv;leicht überbewertet;negativ;-0.0673;STOXX600;30.4;0.1951;0.2581;0.168;0.7773;0.093;1;neutral;859;137;0.1595;3.44;0.0161;1.258;0.2012;0.0222
GB0000904986;BWY;BELLWAY;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;2720;positive;4.16;3100.4;0.0592;niedrig;negativ;stark unterbewertet;positiv;0.0096;STOXX600;13.5;0.1824;0.1054;0.1626;0.6769;1.2992;3;neutral;3407;365;0.1071;5.01;0.0464;0.6661;0.1089;0.0224
GB00BP0RGD03;BKG;BERKELEY GROUP HDG.PLC.;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;5110;eher positive;6.99;5589.83;0.09;niedrig;negativ;leicht unterbewertet;positiv;-0.0191;STOXX600;14.7;0.0603;0.1398;0.2123;0.4858;0.6972;2;neutral;2550;466;0.1827;3.43;0.0966;0.3718;0.1846;0.0523
GB0002869419;BYG;BIG YELLOW GROUP;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;11.06.2024;GBp;1192;neutral;2.99;1282.45;-0.0245;mittel;negativ;fairer Preis;positiv;0.056;STOXX600;19.6;0.124;0.0336;0.6471;0.793;1.0194;3;neutral;189;73;0.3862;0.28;0.1843;0.0686;0.4014;0.0396
DE0005909006;GBF;BILFINGER SE;Industrielieferanten;Industrie;Deutschland;11.06.2024;EUR;50.8;positive;2.06;55.5;0.4589;niedrig;positiv;leicht unterbewertet;positiv;0.1581;STOXX600;9.3;0.1089;0.1547;0.0439;0.3296;0.8988;4;positiv;4486;182;0.0406;1.29;0.0829;1.2604;0.0626;0.0426
FR0013280286;BIM;BIOMERIEUX;Medizinische Geräte;Gesundheitswesen;Frankreich;11.06.2024;EUR;91.55;eher positive;11.66;103.08;-0.09;niedrig;positiv;fairer Preis;negativ;-0.063;STOXX600;17.7;0.1748;0.0953;0.1478;0.7135;0.3157;2;positiv;3675;358;0.0974;2.03;0.0676;0.6987;0.203;0.0105
CH0130293662;BKW;BKW;Strom Alternativ;Versorger;Schweiz ;11.06.2024;CHF;142.4;positive;8.43;161.04;-0.0475;niedrig;negativ;stark unterbewertet;positiv;0.0067;STOXX600;12.1;0.1121;0.1036;0.1606;0.4156;0.5849;3;positiv;4433;478;0.1078;1.29;0.1384;0.3992;0.171;0.0265
DE0005190003;BMW;BMW;Fahrzeugbau;Automobile & Zubehör;Deutschland;11.06.2024;EUR;91.12;neutral;62.27;101.29;-0.0959;mittel;positiv;leicht unterbewertet;negativ;-0.0404;STOXX600;5.2;0.0275;0.126;0.1199;0.3389;1.5446;2;neutral;155498;11290;0.0726;1.09;0.1873;0.5882;0.1303;0.0626
FR0000131104;BNP;BNP PARIBAS;Banken;Geldinstitute;Frankreich;11.06.2024;EUR;60.75;neutral;76.64;68.19;-0.0294;mittel;positiv;leicht unterbewertet;negativ;-0.0827;STOXX600;5.2;0.0855;0.0832;0.1571;0.0477;1.7241;2;positiv;138164;10298;0.0745;0.65;0.1496;0.0533;0.1197;0.0803
SE0020050417;BOL;BOLIDEN AB;Minen;Rohstoffe;Schweden ;11.06.2024;SEK;345.9;neutral;9.2;317.3;0.0998;mittel;positiv;leicht unterbewertet;positiv;-0.0567;STOXX600;7.6;0.149;0.1077;0.1081;0.5532;0.6558;3;neutral;78554;6073;0.0773;1.8;0.1135;0.7705;0.1568;0.0289
FR0000039299;BOL;BOLLORE;Transportwesen;Industrie;Frankreich;11.06.2024;EUR;5.88;eher positive;18;6.59;0.0389;niedrig;negativ;leicht unterbewertet;negativ;-0.0388;STOXX600;39.4;0.8435;0.0116;0.0465;0.3649;1.4397;1;positiv;13680;269;0.0197;1.02;0.0914;0.2163;0.0663;0.0119
FR0000120503;EN;BOUYGUES;Anlagenbau;Baugewerbe & Werkstoffe;Frankreich;11.06.2024;EUR;32.77;positive;13.51;39.33;-0.0396;niedrig;positiv;leicht unterbewertet;negativ;-0.0808;STOXX600;8.3;0.1184;0.0838;0.0447;0.2043;0.9617;4;neutral;56017;1040;0.0186;0.95;0.2156;0.9222;0.0706;0.058
GB0007980591;BP.;BP;Öl & Gas Produzenten;Energie;Grossbritannien ;11.06.2024;GBp;468.35;eher positive;98.97;527.73;0.0047;niedrig;negativ;leicht unterbewertet;negativ;-0.0574;STOXX600;6.3;0.0723;0.2224;0.1549;0.2507;0.703;1;neutral;169044;12259;0.0725;1.21;0.2039;0.7688;0.1483;0.0523
IT0000066123;BPE;BPER BANCA;Banken;Geldinstitute;Italien;11.06.2024;EUR;4.68;neutral;7.37;5.04;0.5456;mittel;positiv;stark überbewertet;positiv;0.0538;STOXX600;5.7;-0.0221;0.1649;0.2231;0.0648;2.1511;3;positiv;7523;1519;0.2019;37.39;0.1394;0.0529;NULL;0.0953
DE000A1DAHH0;BNR;BRENNTAG;Spezialitäten-Chemie;Chemie;Deutschland;11.06.2024;EUR;65.88;neutral;9.91;72.36;-0.2084;mittel;negativ;stark unterbewertet;negativ;-0.1185;STOXX600;10.5;0.1048;0.1661;0.0637;0.41;0.3684;1;neutral;16815;715;0.0425;1.57;0.2019;1.6014;0.0653;0.0341
GB00BND88V85;BPT;BRIDGEPOINT GROUP;Vermögensverwalter;Finanzdienstleistungen;Grossbritannien ;11.06.2024;GBP;209.4;eher negative;2.13;191.51;-0.25;hoch;positiv;stark unterbewertet;negativ;-0.0868;STOXX600;10.3;0.1123;0.098;0.4705;0.3033;0.3251;2;neutral;296;71;0.2399;NULL;0.0293;0.1246;0.2977;0.046
GB0002875804;BATS;BRITISH AMERICAN TOBACCO;Tabak;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;2388;eher positive;67.85;2604.26;0.0403;niedrig;negativ;leicht unterbewertet;positiv;-0.0118;STOXX600;5.9;0.0492;-0.2742;0.4695;0.4428;1.0267;2;neutral;27334;-14412;-0.5273;0.91;0.2982;0.2302;-0.4957;0.1012
GB0001367019;BLND;BRITISH LAND;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;11.06.2024;GBp;423.8;eher positive;5.08;469.31;0.0606;niedrig;negativ;leicht unterbewertet;positiv;0.0464;STOXX600;14.6;0.0776;-0.1883;0.7643;0.6649;1.5332;3;neutral;420;-1038;-2.4714;NULL;0.2394;0.0507;NULL;0.054
IT0004764699;BC;BRUNELLO CUCINELLI;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Italien;11.06.2024;EUR;92.7;neutral;6.7;84.94;0.0463;mittel;positiv;leicht überbewertet;negativ;-0.0096;STOXX600;39.2;0.2605;0.2594;0.1832;0.3202;0.0734;1;neutral;1139;115;0.101;1.24;0.3497;0.8257;0.2223;0.0114
GB0030913577;BT.A;BT GROUP;Integrale Telekommunikation;Telekommunikation;Grossbritannien ;11.06.2024;GBp;128;positive;16.12;143.34;0.0356;mittel;negativ;stark unterbewertet;positiv;0.2211;STOXX600;7;0.0333;0.1313;0.1497;0.2751;1.0222;3;positiv;20538;1905;0.0928;0.87;0.4039;0.3893;0.3232;0.0644
CH0002432174;BUCN;BUCHER INDUSTRIES;Gewerbefahrzeuge;Industrie;Schweiz ;11.06.2024;CHF;364;neutral;4.16;392.84;0.0306;mittel;negativ;fairer Preis;negativ;-0.0354;STOXX600;13.7;0.0499;0.196;0.1222;0.6072;0.4967;1;positiv;3575;352;0.0985;2.1;0.0073;1.2084;0.1226;0.0353
GB00B0744B38;BNZL;BUNZL;Dienstleister für Unternehmen;Industrie;Grossbritannien ;11.06.2024;GBp;2958;eher positive;12.62;3220.59;-0.0727;niedrig;positiv;fairer Preis;negativ;-0.049;STOXX600;14.4;0.0863;0.1774;0.0728;0.3314;0.2769;2;positiv;11797;526;0.0446;1.4;0.2156;1.3181;0.0737;0.0248
GB0031743007;BRBY;BURBERRY GROUP;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;1009.5;eher negative;4.63;950.78;-0.2871;hoch;negativ;stark unterbewertet;negativ;-0.1342;STOXX600;13.7;0.1092;0.3196;0.2204;0.4159;0.1577;1;neutral;3094;490;0.1584;2.25;0.3256;0.8394;0.2696;0.0604
FR0006174348;BVI;BUREAU VERITAS;Dienstleister für Unternehmen;Industrie;Frankreich;11.06.2024;EUR;27.84;positive;13.6;31;0.2173;niedrig;negativ;leicht unterbewertet;positiv;-0.004;STOXX600;17.3;0.1276;0.2602;0.1539;0.2914;0.1866;2;positiv;5868;504;0.0859;1.7;0.3611;0.8831;0.1355;0.0334
IT0001347308;BZU;BUZZI;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Italien;11.06.2024;EUR;38.36;eher positive;7.65;42.06;0.3929;niedrig;negativ;leicht unterbewertet;positiv;0.0181;STOXX600;7.2;0.0505;0.1718;0.2421;0.7388;1.1035;3;neutral;4317;967;0.224;3.24;0.0519;0.5669;0.2814;0.0182
ES0140609019;CABK;CAIXABANK SA;Banken;Geldinstitute;Spanien;11.06.2024;EUR;5.1;neutral;41.65;4.71;0.3698;hoch;positiv;stark unterbewertet;positiv;0.0424;STOXX600;7.4;0.0343;0.1326;0.3816;0.0598;1.3227;4;positiv;23255;4816;0.2071;20.85;0.1254;0.0383;NULL;0.0836
FR0000125338;CAP;CAPGEMINI;Informatik Dienstleister;Technologie;Frankreich;11.06.2024;EUR;189.9;neutral;35.67;208.07;0.0061;mittel;negativ;fairer Preis;negativ;-0.0518;STOXX600;13.2;0.1016;0.1591;0.121;0.4232;0.3233;1;positiv;22522;1663;0.0738;1.33;0.2295;0.9118;0.1049;0.0196
DE0005313704;AFX;CARL ZEISS MEDITEC;Medizinische Geräte;Gesundheitswesen;Deutschland;11.06.2024;EUR;86.3;eher negative;8.25;80.3;-0.1269;hoch;negativ;fairer Preis;negativ;-0.0806;STOXX600;21.4;0.1884;0.1345;0.2102;0.712;0.2915;1;positiv;2089;290;0.1388;3.4;0.0758;0.6889;0.1744;0.0134
DK0010181759;CARLB;CARLSBERG AS;Brauereien;Nahrungsmittel & Getränke;Dänemark;11.06.2024;DKK;959;positive;18.81;1053;0.1325;niedrig;positiv;leicht unterbewertet;positiv;0.0096;STOXX600;14.3;0.1222;-1.7555;0.1487;0.2078;0.2732;4;positiv;73585;-40788;-0.5543;0.64;0.2751;0.658;-0.4989;0.0298
GB0031215220;CCL;CARNIVAL;Freizeit- & Erholungsdienste ;Reisen & Freizeit;Grossbritannien ;11.06.2024;GBp;1159.5;neutral;20.75;1055.03;-0.1169;mittel;positiv;leicht unterbewertet;positiv;0.1163;STOXX600;8.2;75.8254;-0.011;0.0964;0.1401;3.6265;4;neutral;17425;-60;-0.0034;0.43;0.5799;0.4491;0.1063;0
FR0000120172;CA;CARREFOUR;Nahrungsmittel;Einzel- & Grosshandel;Frankreich;11.06.2024;EUR;14.76;eher positive;10.47;16.54;-0.109;niedrig;negativ;leicht unterbewertet;negativ;-0.0469;STOXX600;5.6;0.1008;0.1438;0.0304;0.2054;1.0078;1;positiv;84908;1659;0.0195;0.93;0.233;1.5116;0.0464;0.0642
SE0000379190;CAST;CASTELLUM;Immobilienbesitz & Entwicklung;Finanzdienstleistungen;Schweden ;11.06.2024;SEK;128.2;neutral;5.89;138.92;-0.1054;mittel;negativ;leicht überbewertet;negativ;-0.0143;STOXX600;14.6;0.0675;-0.173;0.6112;0.4205;0.9493;0;neutral;9806;-11592;-1.1821;NULL;0.4314;0.0615;NULL;0.0174
PLOPTTC00011;OPT;CD PROJEKT;Spielzeuge;Privat- & Haushaltswaren;Polen;11.06.2024;PLN;134.45;neutral;3.31;122.49;0.1691;hoch;positiv;leicht unterbewertet;positiv;0.0272;STOXX600;35.8;0.6568;0.2002;0.3649;0.9197;0.2092;4;neutral;1230;481;0.3911;6.79;0.0076;0.4707;0.5924;0.0025
ES0105066007;CLNX;CELLNEX TELECOM;Mobile Kommunikation;Telekommunikation;Spanien;11.06.2024;EUR;32.54;neutral;25.42;36.21;-0.0875;mittel;positiv;leicht unterbewertet;negativ;-0.0214;STOXX600;119.6;5.1786;-0.0213;0.1116;0.3141;0.5539;2;positiv;4049;-297;-0.0734;0.65;0.4488;0.0913;0.5685;0.002
CH0225173167;CMBN;CEMBRA MONEY BANK AG;Spezialfinanz;Finanzdienstleistungen;Schweiz ;11.06.2024;CHF;74.35;positive;2.44;79.88;0.1334;niedrig;positiv;leicht unterbewertet;positiv;0.0408;STOXX600;9.9;0.1101;0.1265;0.3919;0.1544;0.6494;4;neutral;591;158;0.2673;1.2;0.3272;0.073;0.3141;0.0611
GB00B033F229;CNA;CENTRICA;Gasversorger;Versorger;Grossbritannien ;11.06.2024;GBp;132.35;negative;8.94;113.37;-0.059;hoch;negativ;stark überbewertet;negativ;-0.0126;STOXX600;9.9;-0.0498;1.0134;0.5066;0.1815;0.5134;0;positiv;26458;3929;0.1485;1.44;0.1451;1.2383;0.1681;0.0382
CH0010570767;LISP;CHOC.LINDT &SPRUENGLI AG;Nahrungsmittel;Nahrungsmittel & Getränke;Schweiz ;11.06.2024;CHF;10520;eher positive;27.94;11571.68;0.0426;niedrig;negativ;leicht überbewertet;positiv;0.0057;STOXX600;31.7;0.1887;0.1577;0.1611;0.5315;0.4389;1;positiv;5201;671;0.129;1.42;0.1341;0.6493;0.1805;0.0147
CH0012142631;CLN;CLARIANT;Spezialitäten-Chemie;Chemie;Schweiz ;11.06.2024;CHF;13.93;eher positive;5.13;15.17;0.1216;niedrig;negativ;leicht unterbewertet;positiv;0.0163;STOXX600;10.9;0.1479;0.0664;0.0939;0.3774;0.4941;3;neutral;4377;134;0.0306;1.4;0.1685;0.8186;0.0845;0.0323
BE0003593044;COFB;COFINIMMO;Immobilien Investments;Finanzdienstleistungen;Belgien;11.06.2024;EUR;57;neutral;2.41;63;-0.2017;mittel;negativ;stark unterbewertet;negativ;-0.0437;STOXX600;9.1;0.0342;-0.0153;0.6616;0.5415;1.3811;1;neutral;396;-55;-0.1389;NULL;0.2677;0.0593;NULL;0.1088
DK0060448595;COLOB;COLOPLAST A/S;Medizinische Geräte;Gesundheitswesen;Dänemark;11.06.2024;DKK;844.8;neutral;26.98;918.3;0.0943;mittel;negativ;fairer Preis;negativ;0.0122;STOXX600;27.7;0.2053;0.2765;0.2766;0.3592;0.112;2;positiv;24500;4783;0.1952;0.61;0.2538;0.5087;0.2389;0.0253
DE000CBK1001;CBK;COMMERZBANK;Banken;Geldinstitute;Deutschland;11.06.2024;EUR;14.84;positive;19.51;17.06;0.3792;mittel;positiv;leicht unterbewertet;positiv;0.0663;STOXX600;5.4;0.1174;0.0635;0.2077;0.0606;2.3973;4;positiv;22472;2030;0.0903;6.12;0.207;0.0426;0.1246;0.0412
GB00BD6K4575;CPG;COMPASS GROUP;Restaurants & Bars;Reisen & Freizeit;Grossbritannien ;11.06.2024;GBp;2195;eher positive;47.86;2408.76;0.0228;niedrig;negativ;fairer Preis;negativ;-0.0423;STOXX600;19.1;0.1493;0.2558;0.0659;0.2918;0.1497;1;neutral;31028;1314;0.0423;0.75;0.1724;1.763;0.0675;0.0232
GB00BV9FP302;CCC;COMPUTACENTER;Informatik Dienstleister;Technologie;Grossbritannien ;11.06.2024;GBp;2806;positive;3.68;3122.18;0.005;mittel;positiv;leicht unterbewertet;positiv;0.092;STOXX600;14.2;0.0995;0.2098;0.0406;0.3079;0.2991;4;positiv;6923;198;0.0286;1.26;0.028;2.2638;0.0402;0.0258
DE0005439004;CON;CONTINENTAL;Reifen;Automobile & Zubehör;Deutschland;11.06.2024;EUR;60.86;neutral;13.09;56.26;-0.2088;mittel;positiv;leicht unterbewertet;negativ;0.0064;STOXX600;5.1;0.1604;0.0846;0.0288;0.3622;0.889;2;neutral;41421;1156;0.0279;1.2;0.1116;1.0972;0.0803;0.0463
GB00BD3VFW73;CTEC;CONVATEC GROUP;Pharmaka;Gesundheitswesen;Grossbritannien ;11.06.2024;GBp;248.6;eher positive;6.41;287.02;0.018;niedrig;negativ;leicht unterbewertet;negativ;-0.0445;STOXX600;15.8;0.152;0.0789;0.1388;0.4558;0.2658;1;positiv;1724;105;0.0609;1.62;0.3478;0.5916;0.1611;0.0212
FR0000064578;COV;COVIVIO;Immobilien Investments;Finanzdienstleistungen;Frankreich;11.06.2024;EUR;46.58;neutral;5.75;51.5;-0.0431;mittel;negativ;stark unterbewertet;positiv;-0.0305;STOXX600;10.6;0.0533;-0.1783;0.6815;0.3179;1.6319;2;neutral;1286;-1419;-1.1034;NULL;0.3847;0.0514;-1.0462;0.0734
GB0002318888;CWK;CRANSWICK;Nahrungsmittel;Nahrungsmittel & Getränke;Grossbritannien ;11.06.2024;GBp;4265;eher positive;2.95;4676.14;0.12;niedrig;positiv;fairer Preis;positiv;-0.0072;STOXX600;15.5;0.103;0.1322;0.0566;0.6664;0.5208;4;positiv;2323;111;0.0478;1.72;0.0848;1.8367;0.0798;0.0223
FR0000045072;ACA;CREDIT AGRICOLE;Banken;Geldinstitute;Frankreich;11.06.2024;EUR;13.56;eher positive;43.31;15.31;0.0555;niedrig;positiv;leicht unterbewertet;negativ;-0.0536;STOXX600;6.3;0.0549;0.0922;0.2206;0.0292;1.7562;2;positiv;84086;5890;0.07;0.44;0.106;0.0384;0.0837;0.0764
GB00BJFFLV09;CRDA;CRODA INTERNATIONAL;Spezialitäten-Chemie;Chemie;Grossbritannien ;11.06.2024;GBp;4253;neutral;7.53;4018.91;-0.1578;mittel;negativ;fairer Preis;negativ;-0.1191;STOXX600;20.5;0.1652;0.0727;0.1802;0.6573;0.3336;1;neutral;1695;171;0.1009;2.84;0.1843;0.4734;0.1754;0.0264
DE0005470306;EVD;CTS EVENTIM;Freizeit- & Erholungsdienste ;Reisen & Freizeit;Deutschland;11.06.2024;EUR;78.05;neutral;8.18;71.61;0.2468;niedrig;negativ;leicht überbewertet;negativ;-0.015;STOXX600;20.1;0.144;0.3062;0.1658;0.2773;0.1492;0;neutral;2359;275;0.1166;1.1;0.0489;0.7292;0.1472;0.0197
BE0974259880;DIE;D IETEREN GROUP;Spezialisierter Detailhandel;Einzel- & Grosshandel;Belgien;11.06.2024;EUR;196.9;neutral;11.49;181.98;0.1131;mittel;positiv;stark unterbewertet;negativ;-0.0678;STOXX600;10.5;0.1151;0.146;0.0499;0.4796;0.3692;2;positiv;7984;505;0.0633;1.8;0.1769;1.1076;0.0866;0.0228
