ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
IT0004776628;BMED;BANCA MEDIOLANUM;Banken;Geldinstitute;Italien;09.07.2024;EUR;10.57;eher positive;8.52;11.37;0.2386;niedrig;negativ;stark unterbewertet;positiv;-0.0015;STOXX600;8.9;0.0514;0.2379;0.5629;0.0444;0.5462;2;positiv;2791;822;0.2945;0.06;0.001;0.0359;0.3184;0.0715
IT0005508921;BMPS;BANCA MONTE DEI PASCHI;Banken;Geldinstitute;Italien;09.07.2024;EUR;4.95;neutral;6.78;4.17;0.6254;mittel;negativ;stark überbewertet;positiv;0.0317;STOXX600;7.2;-0.046;0.2056;0.4486;0.0813;2.6006;2;positiv;6287;2052;0.3264;0.3;0.2117;0.0512;0.3627;0.1005
IT0000784196;BPSO;BANCA PPO.DI SONDRIO;Banken;Geldinstitute;Italien;09.07.2024;EUR;7;positive;3.43;8.06;0.1937;niedrig;negativ;stark unterbewertet;positiv;0.0105;STOXX600;8.3;0.0045;0.1211;0.3058;0.066;1.4453;3;positiv;2428;461;0.1899;0.19;0.1858;0.0421;0.2198;0.0735
ES0113211835;BBVA;BANCO BILBAO VIZCAYA;Banken;Geldinstitute;Spanien;09.07.2024;EUR;9.5;eher positive;59.52;10.67;0.1549;niedrig;negativ;leicht unterbewertet;negativ;-0.0173;STOXX600;6.1;0.0495;0.1389;0.5338;0.0713;1.1508;1;positiv;31560;7674;0.2432;0.49;0.1664;0.0407;NULL;0.0755
IT0005218380;BAMI;BANCO BPM;Banken;Geldinstitute;Italien;09.07.2024;EUR;6.34;neutral;10.41;6.86;0.3269;mittel;negativ;leicht unterbewertet;positiv;-0.0024;STOXX600;6.9;0.0389;0.0901;0.2468;0.0695;1.9468;2;positiv;8869;1264;0.1425;0.22;0.2011;0.0439;0.1739;0.1049
PTBCP0AM0015;BCP;BANCO COMERCIAL PORT;Banken;Geldinstitute;Portugal;09.07.2024;EUR;0.37;neutral;6.04;0.34;0.3448;mittel;positiv;leicht unterbewertet;positiv;0.0884;STOXX600;5.3;0.052;0.139;0.3098;0.0626;1.4255;4;positiv;5581;822;0.1473;0.13;0.0578;0.0591;NULL;0.0813
ES0113860A34;SAB;BANCO DE SABADELL;Banken;Geldinstitute;Spanien;09.07.2024;EUR;1.84;neutral;10.91;1.7;0.6577;mittel;negativ;stark unterbewertet;positiv;-0.0171;STOXX600;7.2;0.0404;0.0879;0.2414;0.0589;2.3023;2;positiv;10468;1217;0.1163;0.22;0.1319;0.0445;0.1658;0.0449
ES0113900J37;SAN;BANCO SANTANDER;Banken;Geldinstitute;Spanien;09.07.2024;EUR;4.38;eher positive;74.38;4.92;0.1601;niedrig;negativ;leicht unterbewertet;negativ;-0.0513;STOXX600;5.4;0.0578;0.117;0.2287;0.0527;1.5773;1;positiv;126543;11076;0.0875;0.34;0.1647;0.0704;0.1127;0.0468
IE00BD1RP616;BIRG;BANK OF IRELAND;Banken;Geldinstitute;Irland;09.07.2024;EUR;10.05;eher positive;11.1;11.19;0.2235;mittel;positiv;stark unterbewertet;positiv;0.0073;STOXX600;6.6;0.0416;0.1316;0.2836;0.0744;1.336;3;positiv;8952;1526;0.1705;0.37;0.088;0.0575;0.201;0.064
PLPEKAO00016;PEO;BANK PKA.KASA OPIEKI SA;Banken;Geldinstitute;Polen;09.07.2024;PLN;168.2;positive;11.22;193.39;0.1062;niedrig;negativ;stark unterbewertet;positiv;0.1056;STOXX600;8.1;0.007;0.2171;0.4527;0.0991;0.7592;3;positiv;22163;6578;0.2968;0.15;0.0471;0.0725;0.3254;0.1064
ES0113679I37;BKT;BANKINTER SA;Banken;Geldinstitute;Spanien;09.07.2024;EUR;7.56;neutral;7.37;8.11;0.305;mittel;negativ;stark unterbewertet;positiv;-0.0093;STOXX600;8.2;0.0314;0.1587;0.3842;0.0471;1.022;2;positiv;4578;845;0.1846;0.26;0.1022;0.0405;0.2025;0.0656
CH0531751755;BCVN;BANQUE CANT VAUDOISE;Banken;Geldinstitute;Schweiz ;09.07.2024;CHF;96;eher positive;9.1;102.56;-0.1152;niedrig;positiv;fairer Preis;negativ;0.0204;STOXX600;18.8;0.0807;0.1217;0.3944;0.0655;0.4137;3;positiv;1597;469;0.2937;0.34;0.1289;0.0271;0.3395;0.0464
GB0031348658;BARC;BARCLAYS;Banken;Geldinstitute;Grossbritannien ;09.07.2024;GBp;216.75;positive;41.99;243.09;0.4095;mittel;negativ;leicht unterbewertet;positiv;0.0202;STOXX600;4.6;0.1256;0.0738;0.2761;0.0392;2.4863;3;positiv;51336;4274;0.0833;2.01;0.075;0.0347;0.118;0.0404
GB0000811801;BDEV;BARRATT DEVELOPMENTS;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;491.2;neutral;6.28;532.64;-0.1269;mittel;positiv;leicht unterbewertet;positiv;0.0029;STOXX600;12.5;0.1748;0.0948;0.1675;0.6982;1.3958;3;negativ;5321;530;0.0996;4.62;0.0522;0.664;0.1051;0.038
CH0009002962;BARN;BARRY CALLEBAUT;Nahrungsmittel;Nahrungsmittel & Getränke;Schweiz ;09.07.2024;CHF;1568;eher positive;9.42;1699.45;0.105;niedrig;negativ;leicht unterbewertet;positiv;0.0244;STOXX600;17.4;0.1473;0.1534;0.0811;0.3398;0.3431;3;negativ;8471;444;0.0524;1.32;0.1333;0.9938;0.0806;0.019
DE000BASF111;BAS;BASF;Grundchemikalien;Chemie;Deutschland;09.07.2024;EUR;44.2;neutral;43.38;48.95;-0.0938;mittel;negativ;leicht unterbewertet;negativ;-0.0329;STOXX600;9.4;0.1313;0.0064;0.0597;0.4414;0.8103;1;neutral;68902;225;0.0033;1.98;0.2302;0.8621;0.0584;0.0769
DK0015998017;BAVA;BAVARIAN NORDIC;Biotechnologie;Gesundheitswesen;Dänemark;09.07.2024;DKK;185.2;neutral;2.06;160.89;0.0437;hoch;positiv;fairer Preis;positiv;0.0471;STOXX600;12.2;0.1133;0.1427;0.209;0.7204;0.7461;4;positiv;7057;1475;0.209;1.94;0.0069;0.4917;0.3665;0
AT0000BAWAG2;BG;BAWAG GROUP;Banken;Geldinstitute;Oesterreich;09.07.2024;EUR;63.75;positive;5.52;67.89;0.3287;niedrig;negativ;leicht unterbewertet;positiv;0.085;STOXX600;6.4;0.0729;0.1637;0.2919;0.0752;1.107;3;positiv;3143;683;0.2173;0.04;0.2611;0.0567;0.2377;0.0831
DE000BAY0017;BAYN;BAYER;Pharmaka;Gesundheitswesen;Deutschland;09.07.2024;EUR;25.35;eher negative;27.68;22.65;-0.2462;hoch;positiv;leicht überbewertet;negativ;-0.075;STOXX600;4.6;0.0203;-0.0893;0.1655;0.267;0.9966;1;positiv;47637;-2941;-0.0617;1.26;0.3095;0.3862;0.0208;0.0043
NL0012866412;BESI;BE SEMICONDUCTOR INDUSTRIES;Halbleiter;Technologie;Holland;09.07.2024;EUR;165.35;neutral;14.49;151.51;0.2118;hoch;negativ;stark unterbewertet;positiv;0.1416;STOXX600;26.4;0.3729;0.4202;0.3912;0.47;0.0401;3;positiv;579;177;0.3057;5.02;0.3483;0.6457;0.3268;0.02
GB00BYQ0JC66;BEZ;BEAZLEY;Sachversicherungen;Versicherungen;Grossbritannien ;09.07.2024;GBp;683.5;neutral;5.65;743.22;0.3094;mittel;negativ;stark unterbewertet;negativ;0.024;STOXX600;5.6;0.0601;0.2713;0.2847;0.3454;0.8803;2;positiv;3659;826;0.2257;0.15;0.0493;0.4151;NULL;0.0222
DE0005158703;BC8;BECHTLE;Informatik Dienstleister;Technologie;Deutschland;09.07.2024;EUR;41.44;eher positive;5.79;47.14;-0.087;niedrig;positiv;fairer Preis;negativ;-0.0769;STOXX600;15.4;0.1214;0.1524;0.0606;0.4435;0.3047;2;positiv;6423;266;0.0414;1.86;0.1681;1.6346;0.0611;0.0187
DE0005200000;BEI;BEIERSDORF;Produkte für den privaten Bedarf;Privat- & Haushaltswaren;Deutschland;09.07.2024;EUR;137.85;neutral;33.38;147.46;0.0158;niedrig;positiv;leicht überbewertet;negativ;-0.0271;STOXX600;25.5;0.1871;0.0884;0.1222;0.6506;0.2704;1;negativ;9447;736;0.0779;1.74;0.012;0.7386;0.1084;0.0073
SE0015949748;BEIJB;BEIJER REF AB;Elektrische Komponenten;Industrie;Schweden ;09.07.2024;SEK;174.1;neutral;8.49;149.64;0.2906;mittel;negativ;leicht überbewertet;positiv;0.0454;STOXX600;29.7;0.2025;0.1114;0.1008;0.5444;0.3301;2;negativ;32150;2375;0.0739;2.15;0.2043;0.8208;0.1008;0.009
CH1101098163;BEAN;BELIMO HOLDING AG;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;09.07.2024;CHF;447.2;neutral;6.09;401.6;-0.0358;mittel;positiv;leicht überbewertet;positiv;0.1095;STOXX600;33.6;0.2145;0.2581;0.168;0.7773;0.093;3;neutral;859;137;0.1595;3.44;0.0161;1.258;0.2012;0.02
GB0000904986;BWY;BELLWAY;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;2580;eher positive;4.06;2903.47;0.0047;niedrig;negativ;stark unterbewertet;positiv;-0.0441;STOXX600;13.3;0.1874;0.1054;0.1626;0.6769;1.2992;2;negativ;3407;365;0.1071;5.01;0.0464;0.6661;0.1089;0.0238
GB00BP0RGD03;BKG;BERKELEY GROUP HDG.PLC.;Eigenheimbau;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;4728;eher positive;6.49;5308.02;0.0085;niedrig;negativ;leicht unterbewertet;negativ;-0.0606;STOXX600;14.4;0.0624;0.1398;0.2123;0.4858;0.6972;1;negativ;2550;466;0.1827;3.43;0.0966;0.3718;0.1846;0.0538
GB0002869419;BYG;BIG YELLOW GROUP;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;09.07.2024;GBp;1174;positive;2.91;1321.53;-0.0393;mittel;positiv;leicht unterbewertet;positiv;0.0132;STOXX600;18.5;0.1197;0.0336;0.6471;0.793;1.0194;4;positiv;189;73;0.3862;0.28;0.1843;0.0686;0.4014;0.0401
DE0005909006;GBF;BILFINGER SE;Industrielieferanten;Industrie;Deutschland;09.07.2024;EUR;48.5;eher positive;1.99;54.26;0.3929;niedrig;positiv;leicht unterbewertet;positiv;-0.0339;STOXX600;8.1;0.1143;0.1547;0.0439;0.3296;0.8988;3;negativ;4486;182;0.0406;1.29;0.0829;1.2604;0.0626;0.0469
FR0013280286;BIM;BIOMERIEUX;Medizinische Geräte;Gesundheitswesen;Frankreich;09.07.2024;EUR;91.3;eher positive;11.76;101.82;-0.0924;niedrig;negativ;fairer Preis;negativ;-0.0042;STOXX600;17.7;0.1717;0.0953;0.1478;0.7135;0.3157;1;positiv;3675;358;0.0974;2.03;0.0676;0.6987;0.203;0.0106
CH0130293662;BKW;BKW;Strom Alternativ;Versorger;Schweiz ;09.07.2024;CHF;148.9;eher positive;8.77;159.96;-0.004;niedrig;negativ;leicht unterbewertet;positiv;0.0609;STOXX600;12.4;0.1077;0.1036;0.1606;0.4156;0.5849;3;neutral;4433;478;0.1078;1.29;0.1384;0.3992;0.171;0.0251
DE0005190003;BMW;BMW;Fahrzeugbau;Automobile & Zubehör;Deutschland;09.07.2024;EUR;87.7;neutral;59.82;96.96;-0.1298;mittel;positiv;leicht unterbewertet;negativ;-0.0157;STOXX600;5.1;0.0307;0.126;0.1199;0.3389;1.5446;2;negativ;155498;11290;0.0726;1.09;0.1873;0.5882;0.1303;0.0642
FR0000131104;BNP;BNP PARIBAS;Banken;Geldinstitute;Frankreich;09.07.2024;EUR;61.07;positive;76.42;70.9;-0.0243;mittel;positiv;leicht unterbewertet;positiv;-0.0574;STOXX600;5.4;0.085;0.0832;0.1571;0.0477;1.7241;3;positiv;138164;10298;0.0745;0.65;0.1496;0.0533;0.1197;0.08
SE0020050417;BOL;BOLIDEN AB;Minen;Rohstoffe;Schweden ;09.07.2024;SEK;349;neutral;9.01;319.74;0.1097;mittel;negativ;leicht unterbewertet;negativ;0.014;STOXX600;8.4;0.1385;0.1077;0.1081;0.5532;0.6558;2;neutral;78554;6073;0.0773;1.8;0.1135;0.7705;0.1568;0.0308
FR0000039299;BOL;BOLLORE;Transportwesen;Industrie;Frankreich;09.07.2024;EUR;5.64;eher positive;17.32;6.27;-0.0018;niedrig;negativ;stark unterbewertet;negativ;-0.0545;STOXX600;61.7;0.5923;0.0116;0.0465;0.3649;1.4397;1;negativ;13680;269;0.0197;1.02;0.0914;0.2163;0.0663;0.0124
FR0000120503;EN;BOUYGUES;Anlagenbau;Baugewerbe & Werkstoffe;Frankreich;09.07.2024;EUR;31.12;eher positive;12.95;35.31;-0.0879;niedrig;positiv;leicht unterbewertet;negativ;-0.0791;STOXX600;7.7;0.1068;0.0838;0.0447;0.2043;0.9617;2;neutral;56017;1040;0.0186;0.95;0.2156;0.9222;0.0706;0.0619
GB0007980591;BP.;BP;Öl & Gas Produzenten;Energie;Grossbritannien ;09.07.2024;GBp;454.25;eher positive;99.58;517.42;-0.0255;niedrig;positiv;leicht unterbewertet;negativ;0.0042;STOXX600;6;0.075;0.2224;0.1549;0.2507;0.703;3;neutral;169044;12259;0.0725;1.21;0.2039;0.7688;0.1483;0.0544
IT0000066123;BPE;BPER BANCA;Banken;Geldinstitute;Italien;09.07.2024;EUR;5.25;neutral;8.1;5.45;0.7343;mittel;negativ;stark überbewertet;positiv;0.0896;STOXX600;6.9;-0.0157;0.1649;0.2231;0.0648;2.1511;2;positiv;7523;1519;0.2019;37.39;0.1394;0.0529;NULL;0.0847
DE000A1DAHH0;BNR;BRENNTAG;Spezialitäten-Chemie;Chemie;Deutschland;09.07.2024;EUR;63.38;neutral;9.78;69.58;-0.2384;mittel;negativ;stark unterbewertet;negativ;-0.0051;STOXX600;10.4;0.1051;0.1661;0.0637;0.41;0.3684;1;neutral;16815;715;0.0425;1.57;0.2019;1.6014;0.0653;0.0356
GB00BND88V85;BPT;BRIDGEPOINT GROUP;Vermögensverwalter;Finanzdienstleistungen;Grossbritannien ;09.07.2024;GBP;237;neutral;2.42;217.85;-0.1511;hoch;positiv;stark unterbewertet;positiv;0.1352;STOXX600;10.7;0.1241;0.098;0.4705;0.3033;0.3251;4;positiv;296;71;0.2399;NULL;0.0293;0.1246;0.2977;0.0403
GB0002875804;BATS;BRITISH AMERICAN TOBACCO;Tabak;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;2477;eher positive;69.66;2600.85;0.0791;niedrig;negativ;leicht unterbewertet;positiv;0.0635;STOXX600;6.1;0.0518;-0.2742;0.4695;0.4428;1.0267;3;negativ;27334;-14412;-0.5273;0.91;0.2982;0.2302;-0.4957;0.0977
GB0001367019;BLND;BRITISH LAND;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;09.07.2024;GBp;402.6;positive;4.87;473.54;0.0075;niedrig;positiv;stark unterbewertet;positiv;-0.0153;STOXX600;13;0.0813;-0.1883;0.7643;0.6649;1.5332;3;positiv;420;-1038;-2.4714;NULL;0.2394;0.0507;NULL;0.0569
IT0004764699;BC;BRUNELLO CUCINELLI;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Italien;09.07.2024;EUR;90.9;negative;6.71;77.25;0.026;mittel;positiv;leicht überbewertet;negativ;-0.0125;STOXX600;37.7;0.2535;0.2594;0.1832;0.3202;0.0734;1;negativ;1139;115;0.101;1.24;0.3497;0.8257;0.2223;0.0116
GB0030913577;BT.A;BT GROUP;Integrale Telekommunikation;Telekommunikation;Grossbritannien ;09.07.2024;GBp;140.45;positive;17.24;154.62;0.1363;niedrig;positiv;stark unterbewertet;positiv;0.0861;STOXX600;7.9;0.0389;0.1313;0.1497;0.2751;1.0222;4;positiv;20538;1905;0.0928;0.87;0.4039;0.3893;0.3232;0.0589
CH0002432174;BUCN;BUCHER INDUSTRIES;Gewerbefahrzeuge;Industrie;Schweiz ;09.07.2024;CHF;355;neutral;4.08;382.43;0.0051;mittel;positiv;fairer Preis;negativ;-0.0102;STOXX600;13.1;0.05;0.196;0.1222;0.6072;0.4967;2;negativ;3575;352;0.0985;2.1;0.0073;1.2084;0.1226;0.0363
GB00B0744B38;BNZL;BUNZL;Dienstleister für Unternehmen;Industrie;Grossbritannien ;09.07.2024;GBp;3110;eher positive;13.39;3265.5;-0.0251;niedrig;positiv;leicht überbewertet;positiv;0.0782;STOXX600;14.6;0.09;0.1774;0.0728;0.3314;0.2769;3;negativ;11797;526;0.0446;1.4;0.2156;1.3181;0.0737;0.0237
GB0031743007;BRBY;BURBERRY GROUP;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;857.4;eher negative;4.1;814.53;-0.3945;hoch;negativ;stark unterbewertet;negativ;-0.1063;STOXX600;13;0.1032;0.3196;0.2204;0.4159;0.1577;3;negativ;3094;490;0.1584;2.25;0.3256;0.8394;0.2696;0.0711
FR0006174348;BVI;BUREAU VERITAS;Dienstleister für Unternehmen;Industrie;Frankreich;09.07.2024;EUR;25.8;eher positive;12.91;28.58;0.1281;niedrig;negativ;leicht unterbewertet;negativ;-0.0326;STOXX600;16.4;0.1214;0.2602;0.1539;0.2914;0.1866;1;negativ;5868;504;0.0859;1.7;0.3611;0.8831;0.1355;0.0361
IT0001347308;BZU;BUZZI;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Italien;09.07.2024;EUR;37.14;eher positive;7.43;41.39;0.3486;niedrig;negativ;leicht unterbewertet;negativ;-0.0098;STOXX600;6.8;0.0487;0.1718;0.2421;0.7388;1.1035;1;neutral;4317;967;0.224;3.24;0.0519;0.5669;0.2814;0.0196
ES0140609019;CABK;CAIXABANK SA;Banken;Geldinstitute;Spanien;09.07.2024;EUR;5.09;neutral;40.09;4.7;0.3666;mittel;positiv;stark unterbewertet;positiv;-0.0094;STOXX600;7.6;0.0352;0.1326;0.3816;0.0598;1.3227;3;positiv;23255;4816;0.2071;20.85;0.1254;0.0383;NULL;0.0834
FR0000125338;CAP;CAPGEMINI;Informatik Dienstleister;Technologie;Frankreich;09.07.2024;EUR;185.05;neutral;35.3;201.45;-0.0196;mittel;positiv;fairer Preis;negativ;-0.0297;STOXX600;12.9;0.0988;0.1591;0.121;0.4232;0.3233;2;positiv;22522;1663;0.0738;1.33;0.2295;0.9118;0.1049;0.0203
DE0005313704;AFX;CARL ZEISS MEDITEC;Medizinische Geräte;Gesundheitswesen;Deutschland;09.07.2024;EUR;63.7;neutral;6.34;61.31;-0.3555;hoch;negativ;stark unterbewertet;negativ;-0.2294;STOXX600;20.3;0.2279;0.1345;0.2102;0.712;0.2915;3;positiv;2089;290;0.1388;3.4;0.0758;0.6889;0.1744;0.0166
DK0010181759;CARLB;CARLSBERG AS;Brauereien;Nahrungsmittel & Getränke;Dänemark;09.07.2024;DKK;868;eher positive;17.37;980.99;0.025;niedrig;positiv;stark unterbewertet;negativ;-0.0821;STOXX600;12.7;0.1174;-1.7555;0.1487;0.2078;0.2732;2;negativ;73585;-40788;-0.5543;0.64;0.2751;0.658;-0.4989;0.0332
GB0031215220;CCL;CARNIVAL;Freizeit- & Erholungsdienste ;Reisen & Freizeit;Grossbritannien ;09.07.2024;GBp;1272.5;neutral;22.01;1154.42;-0.0308;mittel;positiv;leicht unterbewertet;positiv;0.1013;STOXX600;8.6;75.8116;-0.011;0.0964;0.1401;3.6265;4;positiv;17425;-60;-0.0034;0.43;0.5799;0.4491;0.1063;0
FR0000120172;CA;CARREFOUR;Nahrungsmittel;Einzel- & Grosshandel;Frankreich;09.07.2024;EUR;14.03;eher positive;10.15;15.72;-0.153;niedrig;negativ;leicht unterbewertet;negativ;-0.0334;STOXX600;5.4;0.101;0.1438;0.0304;0.2054;1.0078;1;positiv;84908;1659;0.0195;0.93;0.233;1.5116;0.0464;0.0679
SE0000379190;CAST;CASTELLUM;Immobilienbesitz & Entwicklung;Finanzdienstleistungen;Schweden ;09.07.2024;SEK;133.95;neutral;5.93;144.09;-0.0652;mittel;negativ;leicht überbewertet;positiv;0.0521;STOXX600;15.1;0.0719;-0.173;0.6112;0.4205;0.9493;2;positiv;9806;-11592;-1.1821;NULL;0.4314;0.0615;NULL;0.0169
PLOPTTC00011;OPT;CD PROJEKT;Spielzeuge;Privat- & Haushaltswaren;Polen;09.07.2024;PLN;147.4;eher negative;3.71;124.86;0.2817;hoch;negativ;fairer Preis;positiv;0.1236;STOXX600;75.7;0.3927;0.2002;0.3649;0.9197;0.2092;3;negativ;1230;481;0.3911;6.79;0.0076;0.4707;0.5924;0.0036
ES0105066007;CLNX;CELLNEX TELECOM;Mobile Kommunikation;Telekommunikation;Spanien;09.07.2024;EUR;30.79;eher negative;23.93;27.46;-0.1366;hoch;negativ;fairer Preis;negativ;-0.0615;STOXX600;150.9;1.5076;-0.0213;0.1116;0.3141;0.5539;1;positiv;4049;-297;-0.0734;0.65;0.4488;0.0913;0.5685;0.0021
CH0225173167;CMBN;CEMBRA MONEY BANK AG;Spezialfinanz;Finanzdienstleistungen;Schweiz ;09.07.2024;CHF;78.5;positive;2.53;83.6;0.1966;niedrig;positiv;leicht unterbewertet;positiv;0.0812;STOXX600;10.3;0.1145;0.1265;0.3919;0.1544;0.6494;4;positiv;591;158;0.2673;1.2;0.3272;0.073;0.3141;0.0556
GB00B033F229;CNA;CENTRICA;Gasversorger;Versorger;Grossbritannien ;09.07.2024;GBp;136.2;eher negative;9.26;118.65;-0.0316;hoch;positiv;stark überbewertet;positiv;0.0431;STOXX600;10;-0.0483;1.0134;0.5066;0.1815;0.5134;3;neutral;26458;3929;0.1485;1.44;0.1451;1.2383;0.1681;0.037
CH0010570767;LISP;CHOC.LINDT &SPRUENGLI AG;Nahrungsmittel;Nahrungsmittel & Getränke;Schweiz ;09.07.2024;CHF;10950;eher positive;27.78;11636.24;0.0852;niedrig;positiv;leicht überbewertet;positiv;0.0421;STOXX600;33.5;0.1985;0.1577;0.1611;0.5315;0.4389;3;negativ;5201;671;0.129;1.42;0.1341;0.6493;0.1805;0.0142
CH0012142631;CLN;CLARIANT;Spezialitäten-Chemie;Chemie;Schweiz ;09.07.2024;CHF;14.63;eher positive;5.42;15.56;0.1779;niedrig;negativ;stark unterbewertet;positiv;0.0735;STOXX600;11.9;0.1526;0.0664;0.0939;0.3774;0.4941;3;neutral;4377;134;0.0306;1.4;0.1685;0.8186;0.0845;0.0308
BE0003593044;COFB;COFINIMMO;Immobilien Investments;Finanzdienstleistungen;Belgien;09.07.2024;EUR;58.25;neutral;2.41;63.18;-0.1842;mittel;negativ;stark unterbewertet;positiv;0.0065;STOXX600;9.5;0.0337;-0.0153;0.6616;0.5415;1.3811;2;positiv;396;-55;-0.1389;NULL;0.2677;0.0593;NULL;0.1064
DK0060448595;COLOB;COLOPLAST A/S;Medizinische Geräte;Gesundheitswesen;Dänemark;09.07.2024;DKK;850.4;neutral;28.05;918.87;0.1016;mittel;positiv;fairer Preis;negativ;0.0339;STOXX600;27.5;0.206;0.2765;0.2766;0.3592;0.112;3;positiv;24500;4783;0.1952;0.61;0.2538;0.5087;0.2389;0.0254
DE000CBK1001;CBK;COMMERZBANK;Banken;Geldinstitute;Deutschland;09.07.2024;EUR;14.59;positive;18.92;16.84;0.3555;mittel;positiv;leicht unterbewertet;positiv;-0.0411;STOXX600;5.2;0.1166;0.0635;0.2077;0.0606;2.3973;3;positiv;22472;2030;0.0903;6.12;0.207;0.0426;0.1246;0.0428
GB00BD6K4575;CPG;COMPASS GROUP;Restaurants & Bars;Reisen & Freizeit;Grossbritannien ;09.07.2024;GBp;2153;eher positive;46.91;2370.69;0.0033;niedrig;negativ;fairer Preis;negativ;-0.0093;STOXX600;18.9;0.1478;0.2558;0.0659;0.2918;0.1497;1;positiv;31028;1314;0.0423;0.75;0.1724;1.763;0.0675;0.0237
GB00BV9FP302;CCC;COMPUTACENTER;Informatik Dienstleister;Technologie;Grossbritannien ;09.07.2024;GBp;2818;positive;3.89;3204.88;0.0093;niedrig;positiv;fairer Preis;positiv;0.0502;STOXX600;13.9;0.0993;0.2098;0.0406;0.3079;0.2991;4;positiv;6923;198;0.0286;1.26;0.028;2.2638;0.0402;0.0258
DE0005439004;CON;CONTINENTAL;Reifen;Automobile & Zubehör;Deutschland;09.07.2024;EUR;59.12;neutral;13.06;54.29;-0.2314;mittel;negativ;leicht unterbewertet;positiv;-0.009;STOXX600;5.4;0.1511;0.0846;0.0288;0.3622;0.889;2;negativ;41421;1156;0.0279;1.2;0.1116;1.0972;0.0803;0.0472
GB00BD3VFW73;CTEC;CONVATEC GROUP;Pharmaka;Gesundheitswesen;Grossbritannien ;09.07.2024;GBp;242.2;eher positive;6.4;275.94;-0.0082;niedrig;negativ;leicht unterbewertet;negativ;-0.0156;STOXX600;15.5;0.1514;0.0789;0.1388;0.4558;0.2658;1;positiv;1724;105;0.0609;1.62;0.3478;0.5916;0.1611;0.0217
FR0000064578;COV;COVIVIO;Immobilien Investments;Finanzdienstleistungen;Frankreich;09.07.2024;EUR;44.46;neutral;5.44;49.65;-0.0867;mittel;negativ;stark unterbewertet;negativ;-0.0604;STOXX600;10.4;0.0497;-0.1783;0.6815;0.3179;1.6319;1;positiv;1286;-1419;-1.1034;NULL;0.3847;0.0514;-1.0462;0.0766
GB0002318888;CWK;CRANSWICK;Nahrungsmittel;Nahrungsmittel & Getränke;Grossbritannien ;09.07.2024;GBp;4530;eher positive;3.13;4760.38;0.1896;niedrig;positiv;fairer Preis;positiv;0.0651;STOXX600;16.1;0.1074;0.1322;0.0566;0.6664;0.5208;4;negativ;2323;111;0.0478;1.72;0.0848;1.8367;0.0798;0.0211
FR0000045072;ACA;CREDIT AGRICOLE;Banken;Geldinstitute;Frankreich;09.07.2024;EUR;13.38;neutral;41.94;14.45;0.0415;mittel;negativ;leicht unterbewertet;negativ;-0.0632;STOXX600;6.3;0.0536;0.0922;0.2206;0.0292;1.7562;1;positiv;84086;5890;0.07;0.44;0.106;0.0384;0.0837;0.0775
GB00BJFFLV09;CRDA;CRODA INTERNATIONAL;Spezialitäten-Chemie;Chemie;Grossbritannien ;09.07.2024;GBp;3946;neutral;7.14;3726.47;-0.2186;mittel;positiv;leicht unterbewertet;negativ;-0.0639;STOXX600;18.1;0.1673;0.0727;0.1802;0.6573;0.3336;2;neutral;1695;171;0.1009;2.84;0.1843;0.4734;0.1754;0.0281
DE0005470306;EVD;CTS EVENTIM;Freizeit- & Erholungsdienste ;Reisen & Freizeit;Deutschland;09.07.2024;EUR;76.2;neutral;7.92;82.49;0.2173;niedrig;negativ;leicht überbewertet;negativ;-0.0572;STOXX600;21.1;0.1421;0.3062;0.1658;0.2773;0.1492;0;positiv;2359;275;0.1166;1.1;0.0489;0.7292;0.1472;0.0205
BE0974259880;DIE;D IETEREN GROUP;Spezialisierter Detailhandel;Einzel- & Grosshandel;Belgien;09.07.2024;EUR;204.4;neutral;11.8;188.59;0.1555;hoch;negativ;stark unterbewertet;positiv;0.0567;STOXX600;10.8;0.1166;0.146;0.0499;0.4796;0.3692;3;positiv;7984;505;0.0633;1.8;0.1769;1.1076;0.0866;0.0227
